MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2137218	Mrpl13	mitochondrial ribosomal protein L13	15		mitochondrion			ISO	Q9BYD1 	J:164563 	
MGI:1333864	Mrpl14	mitochondrial ribosomal protein L14	17		mitochondrial large ribosomal subunit			ISO	Q6P1L8 	J:164563 	
MGI:1333864	Mrpl14	mitochondrial ribosomal protein L14	17		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1333864	Mrpl14	mitochondrial ribosomal protein L14	17		mitochondrion			HDA		J:151002 	
MGI:1333864	Mrpl14	mitochondrial ribosomal protein L14	17		mitochondrion			IBA	PTN001077771 	J:265628 	
MGI:1333864	Mrpl14	mitochondrial ribosomal protein L14	17		mitochondrion			ISO	Q6P1L8 	J:164563 	
MGI:1351639	Mrpl15	mitochondrial ribosomal protein L15	1		mitochondrial large ribosomal subunit			IBA	PTN000309578 	J:265628 	
MGI:1351639	Mrpl15	mitochondrial ribosomal protein L15	1		mitochondrial large ribosomal subunit			ISA	S78757 	J:58917 	
MGI:1351639	Mrpl15	mitochondrial ribosomal protein L15	1		mitochondrial large ribosomal subunit			ISO	Q9P015 	J:164563 	
MGI:1351639	Mrpl15	mitochondrial ribosomal protein L15	1		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1351639	Mrpl15	mitochondrial ribosomal protein L15	1		mitochondrion			HDA		J:151002 	
MGI:1351639	Mrpl15	mitochondrial ribosomal protein L15	1		mitochondrion			ISO	Q9P015 	J:164563 	
MGI:2137219	Mrpl16	mitochondrial ribosomal protein L16	19		mitochondrial large ribosomal subunit			IBA	PTN000259457 	J:265628 	
MGI:2137219	Mrpl16	mitochondrial ribosomal protein L16	19		mitochondrial large ribosomal subunit			ISO	NP_001029813 	J:73065 	
MGI:2137219	Mrpl16	mitochondrial ribosomal protein L16	19		mitochondrial large ribosomal subunit			ISO	Q9NX20 	J:164563 	
MGI:2137219	Mrpl16	mitochondrial ribosomal protein L16	19		mitochondrion			HDA		J:151002 	
MGI:2137219	Mrpl16	mitochondrial ribosomal protein L16	19		mitochondrion			ISO	Q9NX20 	J:164563 	
MGI:1351608	Mrpl17	mitochondrial ribosomal protein L17	7		mitochondrial inner membrane			HDA		J:100953 	
MGI:1351608	Mrpl17	mitochondrial ribosomal protein L17	7		mitochondrial large ribosomal subunit			IBA	PTN001024656 	J:265628 	
MGI:1351608	Mrpl17	mitochondrial ribosomal protein L17	7		mitochondrial large ribosomal subunit			ISA	S78759 	J:58917 	
MGI:1351608	Mrpl17	mitochondrial ribosomal protein L17	7		mitochondrial large ribosomal subunit			ISO	Q9NRX2 	J:164563 	
MGI:1351608	Mrpl17	mitochondrial ribosomal protein L17	7		mitochondrion			HDA		J:151002 	
MGI:1351608	Mrpl17	mitochondrial ribosomal protein L17	7		mitochondrion			ISO	Q9NRX2 	J:164563 	
MGI:1914931	Mrpl18	mitochondrial ribosomal protein L18	17		mitochondrial large ribosomal subunit			ISO	Q9H0U6 	J:164563 	
MGI:1914931	Mrpl18	mitochondrial ribosomal protein L18	17		mitochondrion			HDA		J:151002 	
MGI:1914931	Mrpl18	mitochondrial ribosomal protein L18	17		mitochondrion			IBA	PTN000984937 	J:265628 	
MGI:1914931	Mrpl18	mitochondrial ribosomal protein L18	17		mitochondrion			ISO	Q9H0U6 	J:164563 	
MGI:1926274	Mrpl19	mitochondrial ribosomal protein L19	6		mitochondrial large ribosomal subunit			IBA	PTN000402784 	J:265628 	
MGI:1926274	Mrpl19	mitochondrial ribosomal protein L19	6		mitochondrial large ribosomal subunit			ISO	P49406 	J:164563 	
MGI:1926274	Mrpl19	mitochondrial ribosomal protein L19	6		mitochondrial ribosome			ISS		J:64919 	
MGI:1926274	Mrpl19	mitochondrial ribosomal protein L19	6		mitochondrion			HDA		J:151002 	
MGI:1926274	Mrpl19	mitochondrial ribosomal protein L19	6		mitochondrion			ISO	P49406 	J:164563 	
MGI:2137221	Mrpl20	mitochondrial ribosomal protein L20	4		mitochondrial large ribosomal subunit			ISO	NP_001033595 	J:73065 	
MGI:2137221	Mrpl20	mitochondrial ribosomal protein L20	4		mitochondrial large ribosomal subunit			ISO	Q9BYC9 	J:164563 	
MGI:2137221	Mrpl20	mitochondrial ribosomal protein L20	4		mitochondrial ribosome			ISO	Q9BYC9 	J:164563 	
MGI:2137221	Mrpl20	mitochondrial ribosomal protein L20	4		mitochondrion			HDA		J:151002 	
MGI:2137221	Mrpl20	mitochondrial ribosomal protein L20	4		mitochondrion			ISO	Q9BYC9 	J:164563 	
MGI:2660674	Mrpl21	mitochondrial ribosomal protein L21	19		mitochondrial large ribosomal subunit			IBA	PTN000482432 	J:265628 	
MGI:2660674	Mrpl21	mitochondrial ribosomal protein L21	19		mitochondrial large ribosomal subunit			ISO	Q7Z2W9 	J:164563 	
MGI:2660674	Mrpl21	mitochondrial ribosomal protein L21	19		mitochondrion			HDA		J:151002 	
MGI:2660674	Mrpl21	mitochondrial ribosomal protein L21	19		mitochondrion			ISO	Q7Z2W9 	J:164563 	
MGI:1333794	Mrpl22	mitochondrial ribosomal protein L22	11		mitochondrial large ribosomal subunit			IBA	PTN000337445 	J:265628 	
MGI:1333794	Mrpl22	mitochondrial ribosomal protein L22	11		mitochondrial large ribosomal subunit			ISO	Q9NWU5 	J:164563 	
MGI:1333794	Mrpl22	mitochondrial ribosomal protein L22	11		mitochondrion			HDA		J:151002 	
MGI:1333794	Mrpl22	mitochondrial ribosomal protein L22	11		mitochondrion			ISO	Q9NWU5 	J:164563 	
MGI:1196612	Mrpl23	mitochondrial ribosomal protein L23	7		mitochondrial large ribosomal subunit			IBA	PTN000248673 	J:265628 	
MGI:1196612	Mrpl23	mitochondrial ribosomal protein L23	7		mitochondrial large ribosomal subunit			ISO	XP_001249877 	J:73065 	
MGI:1196612	Mrpl23	mitochondrial ribosomal protein L23	7		mitochondrial large ribosomal subunit			ISO	Q16540 	J:164563 	
MGI:1196612	Mrpl23	mitochondrial ribosomal protein L23	7		mitochondrial ribosome			IDA		J:223336 	
MGI:1196612	Mrpl23	mitochondrial ribosomal protein L23	7		mitochondrion			HDA		J:151002 	
MGI:1196612	Mrpl23	mitochondrial ribosomal protein L23	7		mitochondrion			IBA	PTN000248673 S000002813 	J:265628 	
MGI:1196612	Mrpl23	mitochondrial ribosomal protein L23	7		mitochondrion			ISO	Q16540 	J:164563 	
MGI:1914957	Mrpl24	mitochondrial ribosomal protein L24	3		mitochondrial large ribosomal subunit			ISO	Q96A35 	J:164563 	
MGI:1914957	Mrpl24	mitochondrial ribosomal protein L24	3		mitochondrion			HDA		J:151002 	
MGI:1914957	Mrpl24	mitochondrial ribosomal protein L24	3		mitochondrion			IBA	PTN000307689 	J:265628 	
MGI:1914957	Mrpl24	mitochondrial ribosomal protein L24	3		mitochondrion			ISO	Q96A35 	J:164563 	
MGI:2137224	Mrpl27	mitochondrial ribosomal protein L27	11		mitochondrial large ribosomal subunit			IBA	PTN000407639 	J:265628 	
MGI:2137224	Mrpl27	mitochondrial ribosomal protein L27	11		mitochondrial large ribosomal subunit			ISO	NP_001032530 	J:73065 	
MGI:2137224	Mrpl27	mitochondrial ribosomal protein L27	11		mitochondrial large ribosomal subunit			ISO	Q9P0M9 	J:164563 	
MGI:2137224	Mrpl27	mitochondrial ribosomal protein L27	11		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:2137224	Mrpl27	mitochondrial ribosomal protein L27	11		mitochondrion			HDA		J:151002 	
MGI:2137224	Mrpl27	mitochondrial ribosomal protein L27	11		mitochondrion			ISO	Q9P0M9 	J:164563 	
MGI:1915861	Mrpl28	mitochondrial ribosomal protein L28	17		mitochondrial large ribosomal subunit			IBA	PTN000338550 	J:265628 	
MGI:1915861	Mrpl28	mitochondrial ribosomal protein L28	17		mitochondrial large ribosomal subunit			ISO	Q13084 	J:164563 	
MGI:1915861	Mrpl28	mitochondrial ribosomal protein L28	17		mitochondrial ribosome			ISO	Q13084 	J:164563 	
MGI:1915861	Mrpl28	mitochondrial ribosomal protein L28	17		mitochondrion			HDA		J:151002 	
MGI:1915861	Mrpl28	mitochondrial ribosomal protein L28	17		mitochondrion			ISO	Q13084 	J:164563 	
MGI:1333820	Mrpl30	mitochondrial ribosomal protein L30	1		mitochondrial large ribosomal subunit			ISO	Q8TCC3 	J:164563 	
MGI:1333820	Mrpl30	mitochondrial ribosomal protein L30	1		mitochondrial ribosome			ISS		J:51617 	
MGI:1333820	Mrpl30	mitochondrial ribosomal protein L30	1		mitochondrion			HDA		J:151002 	
MGI:1333820	Mrpl30	mitochondrial ribosomal protein L30	1		mitochondrion			IBA	PTN001439403 	J:265628 	
MGI:1333820	Mrpl30	mitochondrial ribosomal protein L30	1		mitochondrion			ISO	Q8TCC3 	J:164563 	
MGI:2137226	Mrpl32	mitochondrial ribosomal protein L32	13		mitochondrial large ribosomal subunit			IBA	PTN001464365 	J:265628 	
MGI:2137226	Mrpl32	mitochondrial ribosomal protein L32	13		mitochondrial large ribosomal subunit			ISO	NP_001033768 	J:73065 	
MGI:2137226	Mrpl32	mitochondrial ribosomal protein L32	13		mitochondrial large ribosomal subunit			ISO	Q9BYC8 	J:164563 	
MGI:2137226	Mrpl32	mitochondrial ribosomal protein L32	13		mitochondrion			HDA		J:151002 	
MGI:2137226	Mrpl32	mitochondrial ribosomal protein L32	13		mitochondrion			ISO	Q9BYC8 	J:164563 	
MGI:2137225	Mrpl33	mitochondrial ribosomal protein L33	5		mitochondrial large ribosomal subunit			ISO	O75394 	J:164563 	
MGI:2137225	Mrpl33	mitochondrial ribosomal protein L33	5		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:2137225	Mrpl33	mitochondrial ribosomal protein L33	5		mitochondrion			HDA		J:151002 	
MGI:2137225	Mrpl33	mitochondrial ribosomal protein L33	5		mitochondrion			IBA	PTN000391314 	J:265628 	
MGI:2137225	Mrpl33	mitochondrial ribosomal protein L33	5		mitochondrion			ISO	O75394 	J:164563 	
MGI:2137227	Mrpl34	mitochondrial ribosomal protein L34	8		mitochondrial large ribosomal subunit			IBA	PTN000376336 	J:265628 	
MGI:2137227	Mrpl34	mitochondrial ribosomal protein L34	8		mitochondrial large ribosomal subunit			ISO	NP_001103657 	J:73065 	
MGI:2137227	Mrpl34	mitochondrial ribosomal protein L34	8		mitochondrial large ribosomal subunit			ISO	Q9BQ48 	J:164563 	
MGI:2137227	Mrpl34	mitochondrial ribosomal protein L34	8		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:2137227	Mrpl34	mitochondrial ribosomal protein L34	8		mitochondrion			HDA		J:151002 	
MGI:2137227	Mrpl34	mitochondrial ribosomal protein L34	8		mitochondrion			ISO	Q9BQ48 	J:164563 	
MGI:1913473	Mrpl35	mitochondrial ribosomal protein L35	6		mitochondrial large ribosomal subunit			ISO	Q9NZE8 	J:164563 	
MGI:1913473	Mrpl35	mitochondrial ribosomal protein L35	6		mitochondrion			HDA		J:151002 	
MGI:1913473	Mrpl35	mitochondrial ribosomal protein L35	6		mitochondrion			IBA	PTN000408209 	J:265628 	
MGI:1913473	Mrpl35	mitochondrial ribosomal protein L35	6		mitochondrion			ISO	Q9NZE8 	J:164563 	
MGI:2137228	Mrpl36	mitochondrial ribosomal protein L36	13		mitochondrial large ribosomal subunit			IBA	PTN000428162 	J:265628 	
MGI:2137228	Mrpl36	mitochondrial ribosomal protein L36	13		mitochondrial large ribosomal subunit			ISO	XP_580819 	J:73065 	
MGI:2137228	Mrpl36	mitochondrial ribosomal protein L36	13		mitochondrial large ribosomal subunit			ISO	Q9P0J6 	J:164563 	
MGI:2137228	Mrpl36	mitochondrial ribosomal protein L36	13		mitochondrion			HDA		J:151002 	
MGI:2137228	Mrpl36	mitochondrial ribosomal protein L36	13		mitochondrion			ISO	Q9P0J6 	J:164563 	
MGI:1926268	Mrpl37	mitochondrial ribosomal protein L37	4		mitochondrial large ribosomal subunit			ISO	Q9BZE1 	J:164563 	
MGI:1926268	Mrpl37	mitochondrial ribosomal protein L37	4		mitochondrial ribosome			ISS		J:64919 	
MGI:1926268	Mrpl37	mitochondrial ribosomal protein L37	4		mitochondrion			HDA		J:151002 	
MGI:1926268	Mrpl37	mitochondrial ribosomal protein L37	4		mitochondrion			IBA	PTN001040563 	J:265628 	
MGI:1926268	Mrpl37	mitochondrial ribosomal protein L37	4		mitochondrion			ISO	Q9BZE1 	J:164563 	
MGI:1926269	Mrpl38	mitochondrial ribosomal protein L38	11		mitochondrial large ribosomal subunit			IBA	PTN000889369 	J:265628 	
MGI:1926269	Mrpl38	mitochondrial ribosomal protein L38	11		mitochondrial large ribosomal subunit			ISO	Q96DV4 	J:164563 	
MGI:1926269	Mrpl38	mitochondrial ribosomal protein L38	11		mitochondrial ribosome			ISS		J:64919 	
MGI:1926269	Mrpl38	mitochondrial ribosomal protein L38	11		mitochondrion			HDA		J:151002 	
MGI:1926269	Mrpl38	mitochondrial ribosomal protein L38	11		mitochondrion			ISO	Q96DV4 	J:164563 	
MGI:1351620	Mrpl39	mitochondrial ribosomal protein L39	16		mitochondrial large ribosomal subunit			ISA	S78756 	J:58917 	
MGI:1351620	Mrpl39	mitochondrial ribosomal protein L39	16		mitochondrial large ribosomal subunit			ISO	Q9NYK5 	J:164563 	
MGI:1351620	Mrpl39	mitochondrial ribosomal protein L39	16		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:1351620	Mrpl39	mitochondrial ribosomal protein L39	16		mitochondrion			HDA		J:151002 	
MGI:1351620	Mrpl39	mitochondrial ribosomal protein L39	16		mitochondrion			IBA	PTN000154977 	J:265628 	
MGI:1351620	Mrpl39	mitochondrial ribosomal protein L39	16		mitochondrion			ISO	Q9NYK5 	J:164563 	
MGI:1332635	Mrpl40	mitochondrial ribosomal protein L40	16		mitochondrial large ribosomal subunit			ISO	Q9NQ50 	J:164563 	
MGI:1332635	Mrpl40	mitochondrial ribosomal protein L40	16		mitochondrial ribosome			IBA	PTN001411073 	J:265628 	
MGI:1332635	Mrpl40	mitochondrial ribosomal protein L40	16		mitochondrial ribosome			ISO	RGD:1565444 	J:155856 	
MGI:1332635	Mrpl40	mitochondrial ribosomal protein L40	16		mitochondrion			HDA		J:151002 	
MGI:1332635	Mrpl40	mitochondrial ribosomal protein L40	16		mitochondrion	is a part of brain		IDA		J:142422 	
MGI:1332635	Mrpl40	mitochondrial ribosomal protein L40	16		mitochondrion			ISO	Q9NQ50 	J:164563 	
MGI:1333816	Mrpl41	mitochondrial ribosomal protein L41	2		mitochondrial large ribosomal subunit			IBA	PTN000481942 	J:265628 	
MGI:1333816	Mrpl41	mitochondrial ribosomal protein L41	2		mitochondrial large ribosomal subunit			ISO	Q8IXM3 	J:164563 	
MGI:1333816	Mrpl41	mitochondrial ribosomal protein L41	2		mitochondrion			HDA		J:151002 	
MGI:1333816	Mrpl41	mitochondrial ribosomal protein L41	2		mitochondrion			ISO	Q8IXM3 	J:164563 	
MGI:1333774	Mrpl42	mitochondrial ribosomal protein L42	10		mitochondrial large ribosomal subunit			IBA	PTN002298037 	J:265628 	
MGI:1333774	Mrpl42	mitochondrial ribosomal protein L42	10		mitochondrial large ribosomal subunit			ISO	Q9Y6G3 	J:164563 	
MGI:1333774	Mrpl42	mitochondrial ribosomal protein L42	10		mitochondrial small ribosomal subunit			ISO	Q9Y6G3 	J:164563 	
MGI:1333774	Mrpl42	mitochondrial ribosomal protein L42	10		mitochondrion			HDA		J:151002 	
MGI:1333774	Mrpl42	mitochondrial ribosomal protein L42	10		mitochondrion			ISO	Q9Y6G3 	J:164563 	
MGI:2137229	Mrpl43	mitochondrial ribosomal protein L43	19		mitochondrial large ribosomal subunit			IBA	PTN000483648 	J:265628 	
MGI:2137229	Mrpl43	mitochondrial ribosomal protein L43	19		mitochondrial large ribosomal subunit			ISO	NP_776988 	J:73065 	
MGI:2137229	Mrpl43	mitochondrial ribosomal protein L43	19		mitochondrial large ribosomal subunit			ISO	Q8N983 	J:164563 	
MGI:2137229	Mrpl43	mitochondrial ribosomal protein L43	19		mitochondrion			HDA		J:151002 	
MGI:2137229	Mrpl43	mitochondrial ribosomal protein L43	19		mitochondrion			ISO	Q8N983 	J:164563 	
MGI:1916413	Mrpl44	mitochondrial ribosomal protein L44	1		mitochondrial large ribosomal subunit			ISO	Q9H9J2 	J:164563 	
MGI:1916413	Mrpl44	mitochondrial ribosomal protein L44	1		mitochondrion			IBA	PTN007495230 	J:265628 	
MGI:1916413	Mrpl44	mitochondrial ribosomal protein L44	1		mitochondrion			ISO	Q9H9J2 	J:164563 	
MGI:1914286	Mrpl45	mitochondrial ribosomal protein L45	11		mitochondrial large ribosomal subunit			ISO	Q9BRJ2 	J:164563 	
MGI:1914286	Mrpl45	mitochondrial ribosomal protein L45	11		mitochondrion			HDA		J:151002 	
MGI:1914286	Mrpl45	mitochondrial ribosomal protein L45	11		mitochondrion			IBA	PTN002004404 	J:265628 	
MGI:1914286	Mrpl45	mitochondrial ribosomal protein L45	11		mitochondrion			ISO	Q9BRJ2 	J:164563 	
MGI:1914558	Mrpl46	mitochondrial ribosomal protein L46	7		mitochondrial large ribosomal subunit			IBA	PTN000319538 	J:265628 	
MGI:1914558	Mrpl46	mitochondrial ribosomal protein L46	7		mitochondrial large ribosomal subunit			ISO	Q9H2W6 	J:164563 	
MGI:1914558	Mrpl46	mitochondrial ribosomal protein L46	7		mitochondrion			HDA		J:151002 	
MGI:1914558	Mrpl46	mitochondrial ribosomal protein L46	7		mitochondrion			ISO	Q9H2W6 	J:164563 	
MGI:1921850	Mrpl47	mitochondrial ribosomal protein L47	3		mitochondrial large ribosomal subunit			IBA	PTN000476023 	J:265628 	
MGI:1921850	Mrpl47	mitochondrial ribosomal protein L47	3		mitochondrial large ribosomal subunit			ISO	Q9HD33 	J:164563 	
MGI:1921850	Mrpl47	mitochondrial ribosomal protein L47	3		mitochondrial ribosome			IEA	IPR010729 	J:72247 	
MGI:1921850	Mrpl47	mitochondrial ribosomal protein L47	3		mitochondrion			HDA		J:151002 	
MGI:1921850	Mrpl47	mitochondrial ribosomal protein L47	3		mitochondrion			IBA	PTN000476023 S000004431 	J:265628 	
MGI:1921850	Mrpl47	mitochondrial ribosomal protein L47	3		mitochondrion			ISO	Q9HD33 	J:164563 	
MGI:1289321	Mrpl48	mitochondrial ribosomal protein L48	7		mitochondrial large ribosomal subunit			ISO	Q96GC5 	J:164563 	
MGI:1289321	Mrpl48	mitochondrial ribosomal protein L48	7		mitochondrial ribosome			IBA	PTN000336494 	J:265628 	
MGI:1289321	Mrpl48	mitochondrial ribosomal protein L48	7		mitochondrial ribosome			ISO	Q96GC5 	J:164563 	
MGI:1289321	Mrpl48	mitochondrial ribosomal protein L48	7		mitochondrion			HDA		J:151002 	
MGI:1289321	Mrpl48	mitochondrial ribosomal protein L48	7		mitochondrion			ISO	Q96GC5 	J:164563 	
MGI:108180	Mrpl49	mitochondrial ribosomal protein L49	19		mitochondrial large ribosomal subunit			IBA	PTN000336627 	J:265628 	
MGI:108180	Mrpl49	mitochondrial ribosomal protein L49	19		mitochondrial large ribosomal subunit			ISO	Q13405 	J:164563 	
MGI:108180	Mrpl49	mitochondrial ribosomal protein L49	19		mitochondrial ribosome			ISO	Q13405 	J:164563 	
MGI:108180	Mrpl49	mitochondrial ribosomal protein L49	19		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:108180	Mrpl49	mitochondrial ribosomal protein L49	19		mitochondrion			HDA		J:151002 	
MGI:108180	Mrpl49	mitochondrial ribosomal protein L49	19		mitochondrion			ISO	Q13405 	J:164563 	
MGI:107329	Mrpl50	mitochondrial ribosomal protein L50	4		mitochondrial large ribosomal subunit			IBA	PTN001268005 	J:265628 	
MGI:107329	Mrpl50	mitochondrial ribosomal protein L50	4		mitochondrial large ribosomal subunit			ISO	Q8N5N7 	J:164563 	
MGI:107329	Mrpl50	mitochondrial ribosomal protein L50	4		mitochondrion	is a part of EMAPA:16846|is a part of EMAPA:16894|is a part of EMAPA:17373|is a part of EMAPA:16105		HDA		J:86816 	
MGI:107329	Mrpl50	mitochondrial ribosomal protein L50	4		mitochondrion			HDA		J:151002 	
MGI:107329	Mrpl50	mitochondrial ribosomal protein L50	4		mitochondrion			ISO	Q8N5N7 	J:164563 	
MGI:1913743	Mrpl51	mitochondrial ribosomal protein L51	6		mitochondrial large ribosomal subunit			IBA	PTN000334228 	J:265628 	
MGI:1913743	Mrpl51	mitochondrial ribosomal protein L51	6		mitochondrial large ribosomal subunit			ISO	Q4U2R6 	J:164563 	
MGI:1913743	Mrpl51	mitochondrial ribosomal protein L51	6		mitochondrial ribosome			IDA		J:72140 	
MGI:1913743	Mrpl51	mitochondrial ribosomal protein L51	6		mitochondrial ribosome			ISO	Q4U2R6 	J:164563 	
MGI:1913743	Mrpl51	mitochondrial ribosomal protein L51	6		mitochondrion			HDA		J:151002 	
MGI:1913743	Mrpl51	mitochondrial ribosomal protein L51	6		mitochondrion			ISO	Q4U2R6 	J:164563 	
MGI:1916086	Mrpl52	mitochondrial ribosomal protein L52	14		mitochondrial large ribosomal subunit			IBA	PTN002147340 	J:265628 	
MGI:1916086	Mrpl52	mitochondrial ribosomal protein L52	14		mitochondrial large ribosomal subunit			ISO	Q86TS9 	J:164563 	
MGI:1916086	Mrpl52	mitochondrial ribosomal protein L52	14		mitochondrion			HDA		J:151002 	
MGI:1916086	Mrpl52	mitochondrial ribosomal protein L52	14		mitochondrion			ISO	Q86TS9 	J:164563 	
MGI:1915749	Mrpl53	mitochondrial ribosomal protein L53	6		mitochondrial large ribosomal subunit			IBA	PTN002131742 	J:265628 	
MGI:1915749	Mrpl53	mitochondrial ribosomal protein L53	6		mitochondrial large ribosomal subunit			ISO	Q96EL3 	J:164563 	
MGI:1915749	Mrpl53	mitochondrial ribosomal protein L53	6		mitochondrion			HDA		J:151002 	
MGI:1915749	Mrpl53	mitochondrial ribosomal protein L53	6		mitochondrion			ISO	Q96EL3 	J:164563 	
MGI:1913297	Mrpl54	mitochondrial ribosomal protein L54	10		mitochondrial large ribosomal subunit			IBA	PTN002006205 	J:265628 	
MGI:1913297	Mrpl54	mitochondrial ribosomal protein L54	10		mitochondrial large ribosomal subunit			ISO	Q6P161 	J:164563 	
MGI:1913297	Mrpl54	mitochondrial ribosomal protein L54	10		mitochondrion			HDA		J:151002 	
MGI:1913297	Mrpl54	mitochondrial ribosomal protein L54	10		mitochondrion			ISO	Q6P161 	J:164563 	
MGI:1914462	Mrpl55	mitochondrial ribosomal protein L55	11		mitochondrial large ribosomal subunit			IBA	PTN002147485 	J:265628 	
MGI:1914462	Mrpl55	mitochondrial ribosomal protein L55	11		mitochondrial large ribosomal subunit			ISO	Q7Z7F7 	J:164563 	
MGI:1914462	Mrpl55	mitochondrial ribosomal protein L55	11		mitochondrion			HDA		J:151002 	
MGI:1914462	Mrpl55	mitochondrial ribosomal protein L55	11		mitochondrion			ISO	Q7Z7F7 	J:164563 	
MGI:1915090	Mrpl57	mitochondrial ribosomal protein L57	14		mitochondrial large ribosomal subunit			ISO	Q9BQC6 	J:164563 	
MGI:1915090	Mrpl57	mitochondrial ribosomal protein L57	14		mitochondrial ribosome			IBA	PTN002307672 	J:265628 	
MGI:1915090	Mrpl57	mitochondrial ribosomal protein L57	14		mitochondrial ribosome			IDA		J:72140 	
MGI:1915090	Mrpl57	mitochondrial ribosomal protein L57	14		mitochondrion			HDA		J:151002 	
MGI:1915090	Mrpl57	mitochondrial ribosomal protein L57	14		mitochondrion			ISO	Q9BQC6 	J:164563 	
MGI:1915822	Mrpl58	mitochondrial ribosomal protein L58	11		mitochondrial large ribosomal subunit			IBA	PTN000117598 	J:265628 	
MGI:1915822	Mrpl58	mitochondrial ribosomal protein L58	11		mitochondrial large ribosomal subunit			ISO	Q14197 	J:164563 	
MGI:1915822	Mrpl58	mitochondrial ribosomal protein L58	11		mitochondrion			HDA		J:151002 	
MGI:1915822	Mrpl58	mitochondrial ribosomal protein L58	11		mitochondrion			ISO	Q14197 	J:164563 	
MGI:2153089	Mrps2	mitochondrial ribosomal protein S2	2		mitochondrial small ribosomal subunit			IBA	PTN000283442 	J:265628 	
MGI:2153089	Mrps2	mitochondrial ribosomal protein S2	2		mitochondrial small ribosomal subunit			ISO	Q9Y399 	J:164563 	
MGI:2153089	Mrps2	mitochondrial ribosomal protein S2	2		mitochondrial small ribosomal subunit			ISS	P82923 	J:72140 	
MGI:2153089	Mrps2	mitochondrial ribosomal protein S2	2		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:2153089	Mrps2	mitochondrial ribosomal protein S2	2		mitochondrion			HDA		J:151002 	
MGI:2153089	Mrps2	mitochondrial ribosomal protein S2	2		mitochondrion			ISO	Q9Y399 	J:164563 	
MGI:1924971	Mrps5	mitochondrial ribosomal protein S5	2		mitochondrial small ribosomal subunit			IBA	PTN000346855 	J:265628 	
MGI:1924971	Mrps5	mitochondrial ribosomal protein S5	2		mitochondrial small ribosomal subunit			ISO	P82675 	J:164563 	
MGI:1924971	Mrps5	mitochondrial ribosomal protein S5	2		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1924971	Mrps5	mitochondrial ribosomal protein S5	2		mitochondrion			HDA		J:151002 	
MGI:1924971	Mrps5	mitochondrial ribosomal protein S5	2		mitochondrion			ISO	P82675 	J:164563 	
MGI:2153111	Mrps6	mitochondrial ribosomal protein S6	16		mitochondrial small ribosomal subunit			IBA	PTN000470371 	J:265628 	
MGI:2153111	Mrps6	mitochondrial ribosomal protein S6	16		mitochondrial small ribosomal subunit			ISO	P82932 	J:164563 	
MGI:2153111	Mrps6	mitochondrial ribosomal protein S6	16		mitochondrial small ribosomal subunit			ISS	P82931 	J:72140 	
MGI:2153111	Mrps6	mitochondrial ribosomal protein S6	16		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:2153111	Mrps6	mitochondrial ribosomal protein S6	16		mitochondrion			HDA		J:151002 	
MGI:2153111	Mrps6	mitochondrial ribosomal protein S6	16		mitochondrion			ISO	P82932 	J:164563 	
MGI:1354367	Mrps7	mitchondrial ribosomal protein S7	11		mitochondrial small ribosomal subunit			IBA	PTN000128969 	J:265628 	
MGI:1354367	Mrps7	mitchondrial ribosomal protein S7	11		mitochondrial small ribosomal subunit			ISA	X76767 	J:58929 	
MGI:1354367	Mrps7	mitchondrial ribosomal protein S7	11		mitochondrial small ribosomal subunit			ISO	Q9Y2R9 	J:164563 	
MGI:1354367	Mrps7	mitchondrial ribosomal protein S7	11		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:1354367	Mrps7	mitchondrial ribosomal protein S7	11		mitochondrion			HDA		J:151002 	
MGI:1916777	Mrps9	mitochondrial ribosomal protein S9	1		mitochondrial small ribosomal subunit			IBA	PTN000490921 	J:265628 	
MGI:1916777	Mrps9	mitochondrial ribosomal protein S9	1		mitochondrion			HDA		J:151002 	
MGI:1916777	Mrps9	mitochondrial ribosomal protein S9	1		mitochondrion			ISO	P82933 	J:164563 	
MGI:1928139	Mrps10	mitochondrial ribosomal protein S10	17		mitochondrial small ribosomal subunit			ISO	P82664 	J:164563 	
MGI:1928139	Mrps10	mitochondrial ribosomal protein S10	17		mitochondrial small ribosomal subunit			ISS		J:65190 	
