Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",,,
,L-rhamnonic acid,180.0634,-0.05,5034781.00,71.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-L-Allopyranose,180.0634,-0.05,5028037.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-L-Fructopyranose,180.0634,-0.05,4937931.00,71.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Gulopyranose,180.0634,-0.05,4810295.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-L-Idopyranose,180.0634,-0.05,4883375.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Galactopyranose,180.0634,-0.05,388476.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,.alpha.-D-Galactopyranose,180.0634,-0.05,388480.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-fuconic acid,180.0634,-0.05,388638.00,71.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-L-Fructofuranose,180.0634,-0.05,388644.00,71.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hex-3-ulose,180.0634,-0.05,388592.00,78.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Allopyranose,180.0634,-0.05,388604.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Sorbopyranose,180.0634,-0.05,388332.00,71.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Sorbopyranose,180.0634,-0.05,388436.00,71.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-tagatopyranose,180.0634,-0.05,388443.00,71.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-L-Galactopyranose,180.0634,-0.05,388666.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Mannopyranose,180.0634,-0.05,388747.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Fructofuranose,180.0634,-0.05,388775.00,71.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2-C-(Hydroxymethyl)-D-ribopyranose,180.0634,-0.05,388680.00,67.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-fructofuranose,180.0634,-0.05,388309.00,71.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-L-Gulopyranose,180.0634,-0.05,392284.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Allopyranose,180.0634,-0.05,395203.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Altropyranose,180.0634,-0.05,395424.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-D-Fructopyranose,180.0634,-0.05,389447.00,71.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-hamamelose,180.0634,-0.05,390203.00,67.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-L-Sorbopyranose,180.0634,-0.05,390208.00,71.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Gulopyranose,180.0634,-0.05,389852.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Idopyranose,180.0634,-0.05,389853.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Talopyranose,180.0634,-0.05,389854.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Psicopyranose,180.0634,-0.05,389855.00,71.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Altropyranose,180.0634,-0.05,389851.00,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C229_HILIC,beta-D-Mannopyranose,180.0634,17.10,0.04,0.10,-0.38,1.17,1.47,0.29,1.12,1.88,0.77,1.000,1.000,1.000,0.002,0.000,1.000,0.014,0.000,0.156,1936880364.3381700000,2766151508.4841500000,2099749670.6189500000,1997518286.4167300000,1961554848.2529700000,1026980029.6589300000,1760218216.3500600000,2018143506.8019600000,979252673.2848400000,888217922.9448080000,806207752.8083310000,964174299.5657190000,714620983.1583960000,823651863.8449160000,925481628.4272270000,1103977944.3774600000,847565716.1742600000,786030834.1318200000,770125522.0522920000,553976428.4862530000,641960440.5256080000,533643514.9012420000,568726997.9273370000,530948087.6359350000,4.6E+05,1.9E+05,8.2E+05,1.1E+05,9.5E+05,7.6E+05,4.4E+05,20.6,17.7,12.8,13.9,36.5,7.2,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Glucopyranose,180.0634,0.24,26584598.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-xylo-Hex-3-ulose,180.0634,0.24,19356740.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,muco-Inositol,180.0634,0.24,16736990.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,allo-Inositol,180.0634,0.24,16736991.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cis-inositol,180.0634,0.24,16736992.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Fructofuranose,180.0634,0.24,9943812.00,72.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Galactofuranose,180.0634,0.24,9194630.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(+)-Tagatose,180.0634,0.24,9140328.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-D-Fructofuranose,180.0634,0.24,9281078.00,72.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-L-Fructofuranose,180.0634,0.24,13085544.00,72.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Allopyranose,180.0634,0.24,13076841.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Neo-inositol,180.0634,0.24,10199749.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(−)-chiro-Inositol,180.0634,0.24,10199754.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inositol,180.0634,0.24,10239179.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Galactopyranose,180.0634,0.24,10175754.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Allofuranose,180.0634,0.24,10254580.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-D-Galactofuranose,180.0634,0.24,10254583.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-L-Sorbofuranose,180.0634,0.24,10254593.00,72.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-L-Sorbofuranose,180.0634,0.24,10254594.00,72.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,scyllo-Inositol,180.0634,0.24,10254646.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-chiro-inositol,180.0634,0.24,10254647.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epi-Inositol,180.0634,0.24,10254648.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-D-Allofuranose,180.0634,0.24,10254579.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Gulopyranose,180.0634,0.24,23942409.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Psicose,180.0634,0.24,81254.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(+)-Gulose,180.0634,0.24,72376.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(−)-Mannose,180.0634,0.24,74279.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-D-Talopyranose,180.0634,0.24,73715.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,.alpha.-D-Glucopyranose,180.0634,0.24,71358.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Fructopyranose,180.0634,0.24,22728.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hexose,180.0634,0.24,23139.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,.beta.-D-Glucopyranose,180.0634,0.24,58238.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-deoxy-arabino-hexonic acid,180.0634,0.24,134838.00,71.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-(−)-Gulose,180.0634,0.24,146783.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2-deoxy-D-gluconic acid,180.0634,0.24,163678.00,71.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-D-Mannopyranose,180.0634,0.24,161434.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-(+)-Mannose,180.0634,0.24,141983.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-(+)-Talose,180.0634,0.24,89855.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-(+)-Altrose,180.0634,0.24,85516.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-(-)-Tagatose,180.0634,0.24,83142.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-(+)-Idose,180.0634,0.24,99744.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-(+)-Allose,180.0634,0.24,92408.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-(+)-Sorbose,180.0634,0.24,96680.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-(+)-Glucose,180.0634,0.24,96749.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hex-2-ulose,180.0634,0.24,1070.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Glucopyranose,180.0634,0.24,5589.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Galactopyranose,180.0634,0.24,5814.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-(−)-Fructose,180.0634,0.24,5764.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,2,3,4,5,6-Cyclohexanehexol",180.0634,0.24,868.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2-Deoxyhexonic acid,180.0634,0.24,606.00,71.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hex-2-ulofuranose,180.0634,0.24,696.00,72.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Mannopyranose,180.0634,0.24,17893.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(−)-Sorbose,180.0634,0.24,6638.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-glucopyranose,180.0634,0.24,2006622.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-L-Mannopyranose,180.0634,0.24,1266050.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-(+)-Galactose,180.0634,0.24,2301265.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-D-Allopyranose,180.0634,0.24,2299155.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,3-Dihydroxyacetone Dimer",180.0634,0.24,3391434.00,64.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-L-Mannopyranose,180.0634,0.24,5341895.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-L-Gulopyranose,180.0634,0.24,5341975.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-L-Sorbopyranose,180.0634,0.24,5360257.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-L-Galactopyranose,180.0634,0.24,5341887.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-D-Idopyranose,180.0634,0.24,5447164.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-D-Altropyranose,180.0634,0.24,5447163.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Idopyranose,180.0634,0.24,5381152.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-D-Gulopyranose,180.0634,0.24,5404393.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Gulopyranose,180.0634,0.24,8305737.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-L-Fructopyranose,180.0634,0.24,8329822.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-fuconic acid,180.0634,0.24,4573617.00,71.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Talopyranose,180.0634,0.24,4477600.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-rhamnonic acid,180.0634,0.24,5034781.00,71.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-L-Allopyranose,180.0634,0.24,5028037.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-L-Fructopyranose,180.0634,0.24,4937931.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Gulopyranose,180.0634,0.24,4810295.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-L-Idopyranose,180.0634,0.24,4883375.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Galactopyranose,180.0634,0.24,388476.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,.alpha.-D-Galactopyranose,180.0634,0.24,388480.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-fuconic acid,180.0634,0.24,388638.00,71.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-L-Fructofuranose,180.0634,0.24,388644.00,72.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hex-3-ulose,180.0634,0.24,388592.00,77.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Allopyranose,180.0634,0.24,388604.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Sorbopyranose,180.0634,0.24,388332.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Sorbopyranose,180.0634,0.24,388436.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-tagatopyranose,180.0634,0.24,388443.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-L-Galactopyranose,180.0634,0.24,388666.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Mannopyranose,180.0634,0.24,388747.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Fructofuranose,180.0634,0.24,388775.00,72.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2-C-(Hydroxymethyl)-D-ribopyranose,180.0634,0.24,388680.00,67.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-fructofuranose,180.0634,0.24,388309.00,72.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-L-Gulopyranose,180.0634,0.24,392284.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Allopyranose,180.0634,0.24,395203.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Altropyranose,180.0634,0.24,395424.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-D-Fructopyranose,180.0634,0.24,389447.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-hamamelose,180.0634,0.24,390203.00,67.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-L-Sorbopyranose,180.0634,0.24,390208.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Gulopyranose,180.0634,0.24,389852.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Idopyranose,180.0634,0.24,389853.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Talopyranose,180.0634,0.24,389854.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Psicopyranose,180.0634,0.24,389855.00,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-Altropyranose,180.0634,0.24,389851.00,77.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C230_HILIC,5-guanidino-3-methyl-2-oxopentanoic acid,187.0957,14.03,0.30,0.60,-0.01,1.52,1.59,0.07,1.23,1.90,0.68,1.000,1.000,1.000,0.004,0.001,1.000,0.006,0.000,0.599,395733617.1184590000,505107557.7966900000,354006884.9474100000,391878581.4882980000,373542182.9522670000,786327882.1425950000,285708138.3626400000,386914649.0116400000,161631768.8647820000,222558781.3575570000,119422700.6634460000,161075285.1788110000,134114294.0483230000,238460666.7939900000,90083609.0275875000,134751895.2966230000,139506273.6031380000,146649525.5847760000,57131297.6435874000,107196398.8183650000,102612476.9200090000,103977623.8704480000,160234911.0275340000,132634213.2999660000,3.6E+05,8.6E+05,3.4E+05,4.3E+05,2.7E+06,5.5E+05,2.4E+05,16.7,39.4,26.1,23.6,36.2,13.5,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5-guanidino-3-methyl-2-oxopentanoic acid,187.0957,0.22,27471432.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C231_HILIC,Aceglutamide,188.0798,12.99,-0.25,-0.12,-0.38,2.10,1.44,-0.66,1.97,1.57,-0.40,1.000,1.000,1.000,0.000,0.001,1.000,0.000,0.001,1.000,351983781.9632040000,495408035.5145010000,362754019.6810850000,255463603.0904590000,311775616.1773350000,257324837.9945290000,285639812.9822850000,301427896.8531880000,122982553.0284150000,90594736.4176067000,56734298.9674841000,62216945.5019113000,78700436.3940711000,78837766.6119277000,76399850.0812718000,63460958.3093330000,149510098.5041050000,126317278.2919920000,56203613.5781156000,59415691.7011978000,121129086.0070090000,90607454.4939149000,123943573.1387970000,97565863.7588950000,5.2E+05,5.2E+05,5.0E+05,6.1E+05,5.6E+05,4.2E+05,3.9E+05,29.4,35.3,18.3,33.4,34.8,10.9,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-Acetylglutamine,188.0797,0.26,23836.00,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aceglutamide,188.0797,0.26,158492.00,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
